Wall time,Step,Value
1713988168.4898148,4930,52.54376983642578
1713988178.457197,5120,47.758731842041016
1713988179.5060618,5140,48.152198791503906
1713988181.0772939,5170,44.06511688232422
1713988185.2668216,5250,64.561279296875
1713988188.4131231,5310,51.586395263671875
1713988189.4597,5330,56.7828483581543
1713988191.0311577,5360,39.82115936279297
1713988194.1685529,5420,44.61555480957031
1713988196.78458,5470,55.29236602783203
1713988202.03296,5570,36.926422119140625
1713988206.4139972,5630,57.117408752441406
1713988209.5561159,5690,51.70489501953125
1713988211.6578262,5730,52.43183898925781
1713988214.8128128,5790,50.299224853515625
1713988215.8656635,5810,40.890296936035156
1713988217.4417174,5840,42.94383239746094
1713988218.4981177,5860,52.62794494628906
1713988219.022562,5870,55.5173225402832
1713988221.6492157,5920,46.648193359375
1713988222.1740897,5930,57.004180908203125
1713988226.8984282,6020,39.74372863769531
1713988231.1045918,6100,51.59938430786133
1713988233.7240822,6150,44.498748779296875
1713988236.3490121,6200,40.01905059814453
1713988237.402594,6220,49.81451416015625
1713988243.7168581,6340,53.695289611816406
1713988247.3975575,6410,42.836143493652344
1713988247.9203575,6420,53.44248962402344
1713988248.9743116,6440,46.376102447509766
1713988250.5508294,6470,51.593544006347656
1713988251.6028733,6490,38.43785095214844
1713988257.9002612,6610,47.10585021972656
1713988259.4769049,6640,43.752418518066406
1713988261.5788927,6680,37.35591125488281
1713988264.3924248,6710,50.067283630371094
1713988265.9606292,6740,42.899993896484375
1713988268.059381,6780,38.16279602050781
1713988268.585384,6790,51.82145690917969
1713988270.6880572,6830,54.83885955810547
1713988273.312367,6880,33.03837585449219
1713988279.0786614,6990,38.269287109375
1713988282.7494714,7060,48.68378448486328
1713988286.952314,7140,47.47595977783203
1713988289.05076,7180,54.58720397949219
1713988291.1471868,7220,38.99967956542969
1713988291.6714537,7230,38.65265655517578
1713988295.3446162,7300,47.138671875
1713988300.0752523,7390,37.889190673828125
1713988302.1745293,7430,45.42427062988281
1713988304.2804565,7470,48.31608581542969
1713988306.378661,7510,38.61308288574219
1713988306.9015334,7520,35.56781768798828
1713988309.0064516,7560,50.80389404296875
1713988313.7488306,7650,35.53235626220703
1713988315.851628,7690,44.269927978515625
1713988316.3733413,7700,41.84552001953125
1713988316.8989208,7710,34.38995361328125
1713988317.9569032,7730,34.55052185058594
1713988318.478406,7740,33.71531677246094
1713988321.6322303,7800,49.939353942871094
1713988324.949064,7840,40.310569763183594
1713988325.4732072,7850,37.22755432128906
1713988326.5208611,7870,41.38374328613281
1713988329.147743,7920,36.735572814941406
1713988329.672572,7930,33.04280090332031
1713988330.1939805,7940,45.64496612548828
1713988332.291883,7980,23.746063232421875
1713988334.3885593,8020,51.329124450683594
1713988337.0104353,8070,51.87030792236328
1713988337.5323598,8080,42.37317657470703
1713988338.0553439,8090,27.767105102539062
1713988350.1308863,8320,27.948379516601562
1713988352.2319324,8360,36.114830017089844
1713988353.284526,8380,33.99134063720703
1713988355.9158108,8430,55.230552673339844
1713988368.5302613,8670,30.173072814941406
1713988369.5793662,8690,35.956642150878906
1713988372.205553,8740,35.277931213378906
1713988373.255586,8760,39.918067932128906
1713988375.3539119,8800,40.639854431152344
1713988376.4046726,8820,46.19110107421875
1713988380.6055822,8900,33.22150421142578
1713988385.0424304,8960,36.15704345703125
1713988387.1359975,9000,43.74861145019531
1713988390.7981172,9070,38.61167907714844
1713988391.8441072,9090,28.551231384277344
1713988394.9773738,9150,34.109214782714844
1713988396.0303214,9170,42.92169952392578
1713988397.6043828,9200,37.838104248046875
1713988399.1795127,9230,31.097076416015625
1713988403.382894,9310,37.43754577636719
1713988403.906017,9320,25.766937255859375
1713988405.471269,9350,32.586143493652344
1713988409.1485763,9420,20.30994415283203
1713988410.7233908,9450,36.048622131347656
1713988415.443256,9540,37.634483337402344
1713988417.5371804,9580,37.865211486816406
1713988419.1095934,9610,32.480010986328125
1713988419.6347563,9620,29.536331176757812
1713988424.3464656,9710,28.229629516601562
1713988424.8714097,9720,42.436981201171875
1713988426.9681184,9760,33.03239440917969
1713988428.021156,9780,35.502197265625
1713988428.5452933,9790,29.880325317382812
1713988430.643782,9830,28.039627075195312
1713988431.1651726,9840,34.86011505126953
1713988432.7442818,9870,31.519485473632812
1713988433.2698326,9880,42.59087371826172
1713988437.4589787,9960,29.008499145507812
1713988439.5555549,10000,30.70086669921875
1713988440.6022294,10020,31.957015991210938
1713988442.8849182,10040,30.141250610351562
1713988443.4081168,10050,45.709014892578125
1713988448.1194742,10140,36.089393615722656
1713988449.6902556,10170,39.803009033203125
1713988453.888675,10250,18.915435791015625
1713988454.9342353,10270,33.95783996582031
1713988460.1674104,10370,29.069793701171875
1713988463.8261788,10440,29.1558837890625
1713988470.6328852,10570,30.228225708007812
1713988473.7810168,10630,33.79893493652344
1713988475.3472068,10660,28.15045928955078
1713988476.3893876,10680,34.51042175292969
1713988478.4889824,10720,28.490325927734375
1713988480.5859609,10760,32.604515075683594
1713988481.636469,10780,31.085487365722656
1713988484.2558038,10830,21.732574462890625
1713988484.7792685,10840,35.80372619628906
1713988489.489968,10930,28.534271240234375
1713988492.6304166,10990,22.800209045410156
1713988494.723128,11030,27.726318359375
1713988495.2463992,11040,30.06688690185547
1713988500.4914377,11140,35.33905029296875
1713988504.3763022,11190,32.679405212402344
1713988511.6958187,11330,28.831878662109375
1713988512.7419991,11350,35.37492370605469
1713988523.217358,11550,24.621429443359375
1713988523.746383,11560,38.842933654785156
1713988525.8397326,11600,21.223594665527344
1713988526.3637097,11610,41.931419372558594
1713988526.8860638,11620,37.817779541015625
1713988536.3107395,11800,35.02935791015625
1713988542.6034248,11920,26.296768188476562
1713988543.1265626,11930,25.304397583007812
1713988546.2655003,11990,33.75532531738281
1713988547.3160646,12010,32.32350158691406
1713988549.9411883,12060,36.97602844238281
1713988550.9857817,12080,41.857574462890625
1713988564.8156521,12320,31.87188720703125
1713988565.8625836,12340,25.83686065673828
1713988571.1031194,12440,39.625511169433594
1713988576.8933525,12550,24.871658325195312
1713988578.4671426,12580,23.853729248046875
1713988580.0528238,12610,31.546249389648438
1713988586.871398,12740,39.35691833496094
1713988590.549638,12810,33.293182373046875
1713988593.7133777,12870,32.46038818359375
1713988597.4053953,12940,23.56549072265625
1713988600.5511017,13000,28.09783172607422
1713988605.8010674,13100,27.438644409179688
1713988608.435447,13150,37.56465148925781
1713988608.9602077,13160,25.465972900390625
1713988610.5360553,13190,22.963600158691406
1713988613.683353,13250,20.712120056152344
1713988614.729276,13270,41.64881896972656
1713988616.306386,13300,25.898468017578125
1713988617.8820117,13330,22.92376708984375
1713988619.4531415,13360,21.06842041015625
1713988619.978741,13370,29.971939086914062
1713988630.7180533,13550,22.153915405273438
1713988638.5690598,13700,32.64350891113281
1713988646.4246132,13850,18.409500122070312
1713988647.9950833,13880,30.209426879882812
1713988648.5199142,13890,21.915115356445312
1713988649.5670326,13910,42.203575134277344
1713988650.0887232,13920,25.517486572265625
1713988661.0981364,14130,24.636123657226562
1713988661.6213968,14140,36.981109619140625
1713988664.2446492,14190,38.941322326660156
1713988665.8190813,14220,33.6680908203125
1713988667.912093,14260,26.043014526367188
1713988668.9597402,14280,44.822959899902344
1713988671.0582695,14320,26.315475463867188
1713988673.1482522,14360,28.21947479248047
1713988675.2434042,14400,27.168731689453125
1713988689.5920827,14650,25.954383850097656
1713988690.113576,14660,22.047622680664062
1713988695.8813384,14770,28.838516235351562
1713988700.0727046,14850,20.033920288085938
1713988700.5943234,14860,27.08038330078125
1713988702.1684957,14890,32.30866241455078
1713988703.215265,14910,26.710655212402344
1713988703.7381144,14920,13.040618896484375
1713988708.467884,15010,24.356040954589844
1713988712.1409576,15080,29.96856689453125
1713988720.0263524,15230,34.98138427734375
1713988720.5554402,15240,27.5587158203125
1713988722.1421323,15270,27.166275024414062
1713988732.1217332,15460,23.041290283203125
1713988734.750887,15510,21.976478576660156
1713988735.2760527,15520,22.776931762695312
1713988736.3244045,15540,28.672950744628906
1713988741.2396724,15610,12.571609497070312
1713988744.8981512,15680,25.156875610351562
1713988745.4195595,15690,44.895301818847656
1713988750.1324334,15780,28.243606567382812
1713988752.222906,15820,27.827484130859375
1713988753.2699869,15840,30.645904541015625
1713988755.364492,15880,32.47407531738281
1713988760.081346,15970,25.011703491210938
1713988763.7525206,16040,21.169662475585938
1713988764.2789767,16050,26.859413146972656
1713988766.8975573,16100,21.60797882080078
1713988771.0879464,16180,23.144287109375
1713988775.8144631,16270,22.370635986328125
1713988776.3422973,16280,22.265823364257812
1713988778.4536269,16320,23.69451904296875
1713988781.0685866,16370,28.401077270507812
1713988782.6404946,16400,17.061874389648438
1713988783.6873953,16420,32.06805419921875
1713988785.254938,16450,31.889373779296875
1713988786.8267643,16480,16.233535766601562
1713988788.9231198,16520,30.38001251220703
1713988793.1369383,16600,22.265701293945312
1713988797.321328,16680,24.242469787597656
1713988799.4209278,16720,17.646202087402344
1713988802.2438855,16750,32.38777160644531
1713988802.766989,16760,25.044342041015625
1713988805.9278288,16820,19.85590362548828
1713988810.6455345,16910,24.293838500976562
1713988812.7428386,16950,24.30988311767578
1713988813.2680125,16960,23.410903930664062
1713988813.792635,16970,32.881378173828125
1713988814.8396587,16990,20.00853729248047
1713988816.419431,17020,20.760040283203125
1713988820.0997386,17090,18.6927490234375
1713988824.8222175,17180,26.990875244140625
1713988830.0681624,17280,25.867530822753906
1713988832.1678917,17320,17.263717651367188
1713988833.2158136,17340,22.61199951171875
1713988834.7886617,17370,21.343673706054688
1713988837.4081385,17420,19.984146118164062
1713988838.9823577,17450,25.785568237304688
1713988839.5064156,17460,17.06531524658203
1713988840.030924,17470,18.899917602539062
1713988842.6559024,17520,22.653709411621094
1713988849.9986603,17660,23.123268127441406
1713988854.749803,17750,22.52880096435547
1713988857.9024963,17810,32.44020080566406
1713988862.8448076,17880,25.087936401367188
1713988863.3659875,17890,21.50702667236328
1713988868.0746276,17980,20.773544311523438
1713988871.7415924,18050,23.10284423828125
1713988878.0420685,18170,16.832717895507812
1713988881.7154992,18240,19.880035400390625
1713988882.7674963,18260,22.95575714111328
1713988884.8619492,18300,27.105987548828125
1713988890.1055071,18400,16.85466766357422
1713988890.6303813,18410,29.057342529296875
1713988892.1974964,18440,21.188385009765625
1713988894.8256083,18490,24.229904174804688
1713988896.9268217,18530,23.699424743652344
1713988903.7756438,18660,15.690505981445312
1713988905.3503444,18690,24.319656372070312
1713988908.4983685,18750,23.13178253173828
1713988909.023732,18760,11.799240112304688
1713988909.5455399,18770,22.80590057373047
1713988917.938913,18930,11.306480407714844
1713988928.5680666,19110,13.978561401367188
1713988931.7162254,19170,18.37615966796875
1713988935.3777716,19240,22.517990112304688
1713988938.5070968,19300,16.273818969726562
1713988940.598154,19340,23.058860778808594
1713988941.6404028,19360,19.822113037109375
1713988942.691418,19380,24.706756591796875
1713988945.8318179,19440,14.982803344726562
1713988947.400719,19470,25.63909149169922
1713988948.4487853,19490,13.835433959960938
1713988950.0222354,19520,17.646102905273438
1713988951.5988088,19550,18.758575439453125
1713988953.17495,19580,20.585174560546875
1713988957.8980472,19670,25.66015625
1713988958.9472532,19690,15.849411010742188
1713988965.2308326,19810,32.81797790527344
1713988965.7543068,19820,22.75959014892578
1713988966.2847102,19830,18.775741577148438
1713988973.6190913,19970,26.33129119873047
1713988975.7395434,20010,21.428543090820312
1713988977.8381064,20050,15.014266967773438
1713988981.2054079,20090,20.32745361328125
1713988981.7273612,20100,15.343185424804688
1713988983.2968078,20130,25.63397216796875
1713988984.344849,20150,19.234756469726562
1713988985.3928907,20170,11.562744140625
1713988989.5873675,20250,14.5938720703125
1713988990.6339986,20270,23.451171875
1713988992.199891,20300,20.6317138671875
1713988993.7677667,20330,22.53338623046875
1713988995.3365889,20360,15.3758544921875
1713988996.3783658,20380,21.5789794921875
1713988997.9473374,20410,17.403854370117188
1713989007.8914135,20600,34.88310241699219
1713989014.165327,20720,28.460540771484375
1713989014.689668,20730,19.381866455078125
1713989015.2133663,20740,20.915969848632812
1713989016.2592735,20760,20.956253051757812
1713989016.7852879,20770,24.023818969726562
1713989017.831385,20790,17.958389282226562
1713989018.8802872,20810,16.905364990234375
1713989020.9711106,20850,18.157135009765625
1713989023.0654564,20890,35.444358825683594
1713989025.675669,20940,24.639724731445312
1713989026.7244308,20960,17.04583740234375
1713989030.389683,21030,15.582122802734375
1713989031.9553878,21060,21.314674377441406
1713989034.5844424,21110,16.241378784179688
1713989036.6727629,21150,17.121231079101562
1713989040.5215476,21200,25.926101684570312
1713989041.56511,21220,20.551849365234375
1713989042.0916178,21230,21.704681396484375
1713989049.945419,21380,15.607696533203125
1713989051.514951,21410,13.078125
1713989053.0898817,21440,24.93939208984375
1713989053.614118,21450,29.622055053710938
1713989055.7044652,21490,19.531402587890625
1713989056.7539718,21510,20.343597412109375
1713989059.3742528,21560,17.273513793945312
1713989059.8998253,21570,34.201263427734375
1713989063.5593462,21640,12.875762939453125
1713989064.0798562,21650,23.746856689453125
1713989066.1775455,21690,16.25682830810547
1713989067.2206504,21710,13.103897094726562
1713989068.2700388,21730,21.116012573242188
1713989070.363054,21770,27.29913330078125
1713989075.6131597,21870,10.7589111328125
1713989076.662119,21890,21.656524658203125
1713989077.7089581,21910,19.367095947265625
1713989078.230045,21920,13.750076293945312
1713989080.3178725,21960,24.525482177734375
1713989081.8866131,21990,18.896270751953125
1713989086.085439,22070,24.11157989501953
1713989088.178376,22110,25.444656372070312
1713989095.5107005,22250,18.701263427734375
1713989097.6123917,22290,25.60443115234375
1713989099.891264,22310,15.282524108886719
1713989102.5033503,22360,18.197860717773438
1713989103.0246286,22370,17.6414794921875
1713989104.0667036,22390,19.309341430664062
1713989105.1101446,22410,23.886260986328125
1713989105.6332934,22420,26.12720489501953
1713989106.6801088,22440,20.1689453125
1713989107.7223432,22460,25.786514282226562
1713989108.2452817,22470,26.439254760742188
1713989111.9047666,22540,23.0135498046875
1713989113.4783561,22570,23.095046997070312
1713989116.0960464,22620,21.204666137695312
1713989126.0567322,22810,21.550704956054688
1713989131.2939012,22910,7.5004425048828125
1713989134.4346197,22970,23.471359252929688
1713989136.0031686,23000,11.65216064453125
1713989137.5722802,23030,28.67724609375
1713989139.1489697,23060,19.529769897460938
1713989139.671379,23070,18.20489501953125
1713989140.1955926,23080,14.890731811523438
1713989145.430947,23180,14.270126342773438
1713989145.953505,23190,23.607223510742188
1713989146.4758973,23200,16.65167236328125
1713989147.5230978,23220,21.881362915039062
1713989153.819804,23340,15.016220092773438
1713989154.3432093,23350,13.445388793945312
1713989155.3924356,23370,24.868240356445312
1713989160.8553007,23450,19.246383666992188
1713989165.5680535,23540,16.498031616210938
1713989174.4953108,23710,14.537651062011719
1713989181.8375502,23850,22.08868408203125
1713989183.937501,23890,18.730255126953125
1713989184.4616098,23900,16.448036193847656
1713989185.5123992,23920,19.760147094726562
1713989189.7082329,24000,26.827537536621094
1713989190.7568226,24020,23.68218231201172
1713989192.8512044,24060,20.378067016601562
1713989198.1003087,24160,25.139434814453125
1713989202.295873,24240,17.678314208984375
1713989202.820432,24250,17.477035522460938
1713989208.5796244,24360,27.7325439453125
1713989212.7775564,24440,13.517044067382812
1713989215.921249,24500,18.014373779296875
1713989216.4443753,24510,16.538284301757812
1713989218.7614932,24530,14.307662963867188
1713989219.8067589,24550,13.953460693359375
1713989222.4308975,24600,21.186111450195312
1713989232.3902247,24790,12.909088134765625
1713989235.5403562,24850,13.6697998046875
1713989236.0638227,24860,16.032150268554688
1713989241.3144147,24960,18.2418212890625
1713989242.3612258,24980,18.919174194335938
1713989244.4539871,25020,13.921340942382812
1713989244.9802074,25030,17.293960571289062
1713989250.7393503,25140,25.89496612548828
1713989252.3122466,25170,20.54150390625
1713989255.4541323,25230,13.375518798828125
1713989258.0708592,25280,13.11859130859375
1713989259.1160681,25300,19.74786376953125
1713989260.167186,25320,23.279861450195312
1713989261.212541,25340,16.997039794921875
1713989265.928113,25430,13.840103149414062
1713989268.0293636,25470,15.557426452636719
1713989270.123623,25510,17.905136108398438
1713989271.1700492,25530,12.939376831054688
1713989272.7402632,25560,16.509979248046875
1713989278.6825864,25650,20.335311889648438
1713989279.2036824,25660,22.447067260742188
1713989284.4569707,25760,11.430221557617188
1713989285.5072913,25780,16.86005401611328
1713989291.797205,25900,12.086868286132812
1713989292.3207598,25910,8.016754150390625
1713989292.8482919,25920,15.222503662109375
1713989294.9491837,25960,21.711196899414062
1713989297.06049,26000,18.379905700683594
1713989300.2081513,26060,19.143341064453125
1713989300.7353997,26070,10.425277709960938
1713989309.1258411,26230,26.868392944335938
1713989310.7051384,26260,20.517913818359375
1713989312.2856796,26290,18.439163208007812
1713989312.812737,26300,14.208099365234375
1713989317.0146914,26380,21.141311645507812
1713989320.162834,26440,12.126327514648438
1713989323.3148005,26500,19.260391235351562
1713989325.948129,26550,16.953414916992188
1713989335.9157948,26740,16.173065185546875
1713989339.290498,26780,20.748016357421875
1713989340.3352635,26800,23.66827392578125
1713989342.9541276,26850,16.3538818359375
1713989345.587814,26900,26.972320556640625
1713989352.3916485,27030,13.050216674804688
1713989354.4908128,27070,21.823074340820312
1713989356.0621436,27100,14.286239624023438
1713989363.9159772,27250,20.6640625
1713989369.689025,27360,17.437759399414062
1713989370.213539,27370,23.291961669921875
1713989371.7815125,27400,19.054092407226562
1713989374.9196832,27460,23.796661376953125
1713989378.5923252,27530,15.927703857421875
1713989379.1170406,27540,16.467086791992188
1713989379.643731,27550,17.522674560546875
1713989380.1690173,27560,15.20111083984375
1713989380.69163,27570,20.964141845703125
1713989385.4127007,27660,13.21380615234375
1713989398.6895895,27890,13.870834350585938
1713989399.2110696,27900,19.437118530273438
1713989399.7323859,27910,14.071563720703125
1713989403.3872375,27980,20.04132080078125
1713989409.1435993,28090,21.911819458007812
1713989410.1953986,28110,14.719161987304688
1713989416.4780455,28230,11.72021484375
1713989417.002847,28240,20.941925048828125
1713989418.5692916,28270,22.228271484375
1713989419.616414,28290,27.386093139648438
1713989420.1429043,28300,12.73431396484375
1713989421.196558,28320,11.398529052734375
1713989431.1359248,28510,17.6964111328125
1713989433.7537313,28560,20.705551147460938
1713989435.3239818,28590,20.992202758789062
1713989436.8972747,28620,17.883392333984375
1713989441.6332586,28710,18.604080200195312
1713989442.1556866,28720,16.883895874023438
1713989446.336934,28800,19.509613037109375
1713989446.859692,28810,17.131561279296875
1713989450.0014465,28870,23.356430053710938
1713989451.5733225,28900,12.531814575195312
1713989454.7069075,28960,11.17205810546875
1713989455.7545836,28980,15.239761352539062
1713989458.0675526,29000,5.933258056640625
1713989466.9682596,29170,21.311935424804688
1713989468.0133033,29190,19.203903198242188
1713989468.5372877,29200,17.015335083007812
1713989469.0626628,29210,16.792686462402344
1713989474.8144355,29320,14.956649780273438
1713989480.0565913,29420,14.776138305664062
1713989484.2479682,29500,9.809844970703125
1713989493.1545572,29670,21.4996337890625
1713989496.8216033,29740,13.001190185546875
1713989497.34374,29750,10.214614868164062
1713989498.915258,29780,19.434158325195312
1713989507.2975845,29940,10.103424072265625
1713989509.3914447,29980,27.570724487304688
1713989512.0070632,30030,17.136871337890625
1713989513.0577173,30050,12.141632080078125
1713989514.1044834,30070,17.324813842773438
1713989515.152099,30090,14.358734130859375
1713989517.4367368,30110,11.120819091796875
1713989519.5381591,30150,15.133880615234375
1713989520.0633056,30160,14.397842407226562
1713989521.6382563,30190,20.858978271484375
1713989524.7802312,30250,26.927276611328125
1713989525.8286862,30270,5.836578369140625
1713989527.4015944,30300,26.224502563476562
1713989531.5957658,30380,13.2464599609375
1713989532.6461923,30400,5.162261962890625
1713989533.170816,30410,12.619827270507812
1713989533.7019176,30420,21.740066528320312
1713989537.9088788,30500,16.684555053710938
1713989545.7766323,30650,13.446990966796875
1713989546.8257527,30670,14.404693603515625
1713989547.8780203,30690,18.499603271484375
1713989548.9356582,30710,15.078109741210938
1713989554.7082686,30820,17.300491333007812
1713989556.81026,30860,18.33197021484375
1713989563.6649878,30990,18.101089477539062
1713989565.7629807,31030,11.486190795898438
1713989577.0255992,31220,16.119842529296875
1713989584.8959372,31370,22.973098754882812
1713989585.4198737,31380,13.80181884765625
1713989588.5678086,31440,20.297889709472656
1713989589.0889347,31450,23.752090454101562
1713989590.1363637,31470,19.98333740234375
1713989591.7101471,31500,13.491226196289062
1713989594.327334,31550,14.908203125
1713989596.4259632,31590,12.32012939453125
1713989597.4693701,31610,18.216812133789062
1713989605.8557103,31770,12.936813354492188
1713989611.624281,31880,14.118682861328125
1713989615.3063664,31950,10.303604125976562
1713989615.82968,31960,11.637069702148438
1713989619.5041728,32030,14.486907958984375
1713989621.079537,32060,13.03662109375
1713989633.657681,32300,16.485214233398438
1713989635.2379305,32330,14.095962524414062
1713989640.1220832,32400,13.729660034179688
1713989641.6896381,32430,9.992477416992188
1713989642.2120278,32440,10.843536376953125
1713989643.2560954,32460,11.70184326171875
1713989643.7770746,32470,15.3980712890625
1713989647.4490938,32540,16.419692993164062
1713989654.284871,32670,18.493499755859375
1713989656.914564,32720,17.8890380859375
1713989661.6457179,32810,19.92572021484375
1713989662.6892607,32830,14.74053955078125
1713989663.736594,32850,10.049301147460938
1713989667.398632,32920,12.852935791015625
1713989674.2120786,33050,16.885009765625
1713989675.2605011,33070,15.29779052734375
1713989678.3994656,33130,10.1541748046875
1713989682.6008418,33210,17.134017944335938
1713989685.7515395,33270,14.529525756835938
1713989686.2750564,33280,23.348052978515625
1713989688.8980107,33330,14.759536743164062
1713989691.5174046,33380,14.553421020507812
1713989696.4719298,33450,21.33746337890625
1713989700.6569226,33530,16.069198608398438
1713989702.7476287,33570,12.1640625
1713989704.839282,33610,15.026153564453125
1713989711.672344,33740,17.2515869140625
1713989712.7249146,33760,15.107208251953125
1713989713.7715893,33780,9.90704345703125
1713989715.3467362,33810,18.620956420898438
1713989717.9739292,33860,9.287109375
1713989726.8732746,34030,18.8946533203125
1713989729.4958367,34080,11.27874755859375
1713989738.9763308,34260,12.52728271484375
1713989741.0628366,34300,12.697845458984375
1713989742.6361923,34330,14.365097045898438
1713989745.2611957,34380,15.252853393554688
1713989748.9243572,34450,15.14080810546875
1713989751.0168118,34490,12.135650634765625
1713989752.0626228,34510,13.075393676757812
1713989756.4438381,34570,11.573455810546875
1713989756.9705641,34580,13.42120361328125
1713989760.120581,34640,19.381546020507812
1713989763.7916098,34710,8.07958984375
1713989766.934824,34770,17.488525390625
1713989768.5090582,34800,10.365020751953125
1713989771.6532798,34860,17.6376953125
1713989777.4301124,34970,15.406997680664062
1713989778.4798853,34990,22.842132568359375
1713989783.7278888,35090,13.490676879882812
1713989785.3057761,35120,12.1617431640625
1713989786.3569703,35140,6.699005126953125
1713989788.9939556,35190,16.783157348632812
1713989797.4001272,35350,14.457778930664062
1713989798.444134,35370,16.699462890625
1713989801.0849066,35420,14.224929809570312
1713989801.6163218,35430,16.6661376953125
1713989803.7127898,35470,19.11444091796875
1713989804.761982,35490,12.409561157226562
1713989808.4411442,35560,10.685897827148438
1713989812.116322,35630,10.848678588867188
1713989819.6739779,35750,13.633682250976562
1713989822.283809,35800,14.415176391601562
1713989828.5685294,35920,19.07879638671875
1713989829.0917132,35930,10.660507202148438
1713989832.2265258,35990,12.736557006835938
1713989832.7532928,36000,15.480438232421875
1713989840.0980217,36140,11.73779296875
1713989842.1986911,36180,19.426681518554688
1713989843.2506933,36200,18.267578125
1713989844.2989588,36220,15.177032470703125
1713989845.8669724,36250,21.208206176757812
1713989847.4427087,36280,14.451080322265625
1713989852.161103,36370,25.861663818359375
1713989855.3093164,36430,22.425003051757812
1713989856.3632324,36450,13.314453125
1713989862.1380947,36560,17.988739013671875
1713989862.6610143,36570,14.751388549804688
1713989865.8072228,36630,17.45294189453125
1713989869.4932015,36700,12.931411743164062
1713989883.3740091,36940,15.910324096679688
1713989886.544109,37000,14.737274169921875
1713989887.6053894,37020,20.682769775390625
1713989898.611068,37230,19.207595825195312
1713989900.1847775,37260,15.49053955078125
1713989902.2740834,37300,16.766433715820312
1713989902.7975352,37310,12.320175170898438
1713989903.3203933,37320,18.9442138671875
1713989906.454391,37380,18.795196533203125
1713989908.0344038,37410,25.20233154296875
1713989909.0831254,37430,14.483474731445312
1713989913.8072877,37520,9.335159301757812
1713989917.482541,37590,11.8438720703125
1713989920.111693,37640,14.30731201171875
1713989924.3029594,37720,19.0076904296875
1713989926.4001777,37760,14.764007568359375
1713989928.508849,37800,17.79351806640625
1713989936.590454,37930,13.817779541015625
1713989937.6355727,37950,14.4559326171875
1713989939.2017403,37980,14.672683715820312
1713989945.483523,38100,13.415496826171875
1713989947.575046,38140,15.057861328125
1713989950.18811,38190,13.466018676757812
1713989951.2347648,38210,14.448822021484375
1713989956.4711568,38310,17.451324462890625
1713989957.5223432,38330,16.377761840820312
1713989958.571611,38350,14.799545288085938
1713989965.4111533,38480,15.038604736328125
1713989973.807473,38640,19.225738525390625
1713989976.4275672,38690,14.6190185546875
1713989980.0894196,38760,14.01507568359375
1713989993.1860743,39010,11.899993896484375
1713989993.7081304,39020,21.168060302734375
1713989995.4971294,39030,17.307449340820312
1713989999.1629772,39100,12.979171752929688
