Wall time,Step,Value
1713980485.1021438,50,0.02101961150765419
1713980488.503236,180,0.1541600078344345
1713980490.1647315,240,0.4447401165962219
1713980494.45888,400,0.5026426315307617
1713980494.9727323,420,0.3773704171180725
1713980495.7424812,450,0.5313348174095154
1713980497.797811,530,0.6010971665382385
1713980498.5473087,560,0.700884997844696
1713980502.6308043,710,0.7977520823478699
1713980503.469253,740,0.6481666564941406
1713980508.663547,940,0.8784494400024414
1713980510.7016935,1020,0.7227064967155457
1713980511.4806645,1050,0.8564478158950806
1713980511.7376974,1060,0.8025942444801331
1713980514.9056873,1130,0.8757837414741516
1713980518.2172577,1260,0.5785692930221558
1713980521.5035596,1390,0.568926990032196
1713980524.2669263,1500,0.5682187080383301
1713980525.6241927,1550,0.6003035306930542
1713980526.3951461,1580,0.4909743070602417
1713980528.6889138,1670,0.49985507130622864
1713980528.9425647,1680,0.46701574325561523
1713980531.5200179,1780,0.5716390609741211
1713980532.7562215,1830,0.37223079800605774
1713980533.2519045,1850,0.5228631496429443
1713980533.5171661,1860,0.4058397114276886
1713980534.5415769,1900,0.407639741897583
1713980536.6033006,1980,0.5766125321388245
1713980538.6398892,2060,0.25487616658210754
1713980538.8964326,2070,0.4370686411857605
1713980540.1438022,2120,0.41828081011772156
1713980544.2286165,2230,0.4149744510650635
1713980545.780337,2290,0.41149091720581055
1713980547.0597212,2340,0.3769906163215637
1713980550.8665159,2490,0.3617022633552551
1713980552.3744252,2550,0.23159536719322205
1713980553.6923766,2600,0.4089580476284027
1713980555.599528,2670,0.20430061221122742
1713980556.6190133,2710,0.3538030982017517
1713980557.131692,2730,0.5292471647262573
1713980562.0189466,2920,0.46286308765411377
1713980563.2827268,2970,0.40287503600120544
1713980563.5310807,2980,0.3443572223186493
1713980564.8252084,3030,0.30653733015060425
1713980566.0945969,3080,0.39968740940093994
1713980566.6224945,3100,0.43635132908821106
1713980568.7011077,3180,0.37152788043022156
1713980568.9543633,3190,0.3812631368637085
1713980571.7758152,3300,0.273608922958374
1713980575.321128,3390,0.3747846782207489
1713980577.3800654,3470,0.26618289947509766
1713980581.4461296,3630,0.3205774426460266
1713980582.4837952,3670,0.32676732540130615
1713980585.0858908,3770,0.3606417179107666
